Region,State,Location,manufacturer,car_model,car_option,Year,Price,New_Price,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_unit,Power_unit
South,Tamil Nadu,Coimbatore,Hyundai,Grand,i10 Asta Option,2016,9013.8,,44178,Petrol,Manual,First,14.175,1197 CC,82.0,5.0,kmpl,
South,Telangana,Hyderabad,Toyota,Innova,2.5 G (Diesel) 8 Seater,2015,20694.96,,84415,Diesel,Manual,First,11.0415,2494 CC,100.6,8.0,kmpl,
North,West Bengal,Kolkata,Hyundai,i20,1.2 Magna,2015,7051.62,,35000,Petrol,Manual,First,13.875,1197 CC,80.0,5.0,kmpl,
North,West Bengal,Kolkata,Ford,EcoSport,1.5 TDCi Titanium,2013,7511.5,,44000,Diesel,Manual,First,19.3545,1498 CC,98.59,5.0,kmpl,
South,Telangana,Hyderabad,Honda,City,1.5 S MT,2012,8048.04,,67635,Petrol,Manual,First,12.75,1497 CC,118.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Ford,EcoSport,1.5 Petrol Titanium Plus AT,2018,19024.03,14.1 Lakh,18385,Petrol,Automatic,First,11.1,1497 CC,121.36,5.0,kmpl,
North,West Bengal,Kolkata,Volkswagen,Polo,Diesel Highline 1.2L,2014,5825.25,,35000,Diesel,Manual,First,18.7595,1199 CC,73.9,5.0,kmpl,
South,Maharashtra,Mumbai,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde,2010,13719.99,,49000,Diesel,Automatic,First,16.3795,2143 CC,170.0,5.0,kmpl,
South,Telangana,Hyderabad,Ford,Ecosport,1.5 DV5 MT Titanium,2013,11037.31,,69000,Diesel,Manual,First,19.295,1498 CC,89.84,5.0,kmpl,
South,Telangana,Hyderabad,Tata,Indigo,GLE,2017,6898.32,,23228,Petrol,Manual,First,10.8,1396 CC,65.0,5.0,kmpl,
North,Delhi,Delhi,Maruti,Swift,Dzire LDI,2014,6361.78,,68462,Diesel,Manual,First,22.6015,1248 CC,74.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Maruti,S-Cross,Zeta DDiS 200 SH,2016,12171.7,13.26 Lakh,74611,Diesel,Manual,First,21.335,1248 CC,88.5,5.0,kmpl,
South,Maharashtra,Pune,Renault,Duster,110PS Diesel RxZ Pack,2014,11113.96,,90000,Diesel,Manual,First,16.1585,1461 CC,108.45,5.0,kmpl,
North,Delhi,Delhi,Maruti,Wagon,R VXI,2016,5671.95,,22000,Petrol,Manual,First,14.175,998 CC,67.1,5.0,kmpl,
South,Tamil Nadu,Chennai,Chevrolet,Beat,Diesel LT,2011,2299.44,,109500,Diesel,Manual,Third,21.624,936 CC,57.6,5.0,kmpl,
North,Delhi,Delhi,Mahindra,XUV500,W4 1.99 mHawk,2017,18395.52,,13363,Diesel,Manual,First,13.6,1997 CC,140.0,7.0,kmpl,
North,Delhi,Delhi,Hyundai,i10,Era 1.1,2012,3372.51,,51000,Petrol,Manual,Second,14.857499999999998,1086 CC,68.05,5.0,kmpl,
South,Telangana,Hyderabad,Tata,New,Safari DICOR 2.2 EX 4x4,2007,5518.66,,103000,Diesel,Manual,First,11.8405,2179 CC,138.0,7.0,kmpl,
North,West Bengal,Kolkata,Hyundai,i10,Sportz,2009,2943.28,,43002,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
South,Karnataka,Bangalore,Toyota,Innova,Crysta 2.8 ZX AT,2016,31425.68,28.05 Lakh,108000,Diesel,Automatic,First,9.656,2755 CC,171.5,7.0,kmpl,
North,Rajasthan,Jaipur,Skoda,Laura,Elegance MT,2010,6515.08,,82407,Diesel,Manual,First,14.875,1896 CC,106.0,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,Grand,i10 Sportz,2013,4905.47,,29000,Petrol,Manual,First,14.175,1197 CC,82.0,5.0,kmpl,
South,Maharashtra,Pune,Toyota,Etios,Liva GD,2012,3985.7,,225000,Diesel,Manual,Second,20.0515,1364 CC,76.55,5.0,kmpl,bhp
North,West Bengal,Kolkata,Maruti,Swift,Dzire VDI,2014,5901.9,,45000,Diesel,Manual,First,19.89,1248 CC,74.0,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i20,Asta 1.4 CRDi (Diesel),2010,5334.7,,93401,Diesel,Manual,First,19.55,1396 CC,90.0,5.0,kmpl,
South,Telangana,Hyderabad,Ford,Figo,2015-2019 1.5D Trend MT,2017,6974.97,,95802,Diesel,Manual,Second,21.9555,1498 CC,99.0,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Ertiga,VDI,2016,10730.72,11.27 Lakh,130000,Diesel,Manual,First,21.6495,1248 CC,88.5,7.0,kmpl,
North,Gujarat,Ahmedabad,Maruti,Ertiga,ZDI,2013,8814.52,,67443,Diesel,Manual,First,17.6545,1248 CC,88.8,7.0,kmpl,
South,Kerala,Kochi,Honda,City,1.5 V AT Sunroof,2016,13382.74,,47681,Petrol,Automatic,First,12.6,1497 CC,116.3,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Alto,LXi BSIII,2009,2606.03,,35000,Petrol,Manual,First,14.775,796 CC,46.3,5.0,kmpl,
South,Telangana,Hyderabad,Ford,Endeavour,3.2 Titanium AT 4X4,2016,45222.32,,68000,Diesel,Automatic,First,9.2735,3198 CC,197.0,7.0,kmpl,
South,Kerala,Kochi,Maruti,Vitara,Brezza ZDi Plus,2019,16080.75,11.2 Lakh,34688,Diesel,Manual,First,20.655,1248 CC,88.5,5.0,kmpl,
North,West Bengal,Kolkata,Porsche,Boxster,S tiptronic,2015,98109.44,,10512,Petrol,Automatic,First,6.449999999999999,2706 CC,265.0,2.0,kmpl,
South,Maharashtra,Pune,Maruti,Swift,ZDi,2016,11573.85,,58000,Diesel,Manual,First,19.465,1248 CC,74.0,5.0,kmpl,
South,Maharashtra,Mumbai,Tata,Zest,Revotron 1.2 XT,2014,6055.19,8.56 Lakh,40000,Petrol,Manual,First,13.1775,1193 CC,88.7,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,i20,1.2 Sportz Option,2010,4982.12,,61000,Petrol,Manual,Fourth & Above,12.75,1197 CC,80.0,5.0,kmpl,
South,Maharashtra,Mumbai,Skoda,Fabia,1.4 TDI Active,2009,4215.64,,86000,Diesel,Manual,First,16.49,1422 CC,70.0,5.0,kmpl,
North,West Bengal,Kolkata,Toyota,Corolla,Altis D-4D J,2015,11267.26,,45000,Diesel,Manual,First,18.2155,1364 CC,87.2,5.0,kmpl,
North,Gujarat,Ahmedabad,Volkswagen,Ameo,1.2 MPI Comfortline,2017,7204.91,,55000,Petrol,Manual,First,12.75,1198 CC,73.75,5.0,kmpl,
South,Kerala,Kochi,Hyundai,Creta,1.6 VTVT S,2016,13444.06,,36855,Petrol,Manual,Second,11.4675,1591 CC,121.3,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i10,Magna 1.2,2013,5242.72,,46821,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
North,West Bengal,Kolkata,Chevrolet,Beat,LS,2015,3832.4,,120000,Petrol,Manual,First,13.95,1199 CC,76.8,5.0,kmpl,
North,West Bengal,Kolkata,Jaguar,XF,3.0 Litre S Premium Luxury,2012,30659.2,,29000,Diesel,Automatic,First,12.529,2993 CC,270.9,5.0,kmpl,
South,Maharashtra,Mumbai,Nissan,Terrano,XL,2014,8048.04,,40000,Petrol,Manual,First,9.93,1598 CC,102.5,5.0,kmpl,
North,Delhi,Delhi,Audi,Q3,2012-2015 2.0 TDI Quattro Premium Plus,2013,22227.92,,60000,Diesel,Automatic,Second,13.3705,1968 CC,174.33,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,i10,Asta AT,2011,5288.71,,64984,Petrol,Automatic,First,12.7125,1197 CC,78.9,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Alto,K10 VXI AGS,2015,5058.77,,73204,Petrol,Automatic,First,18.0525,998 CC,67.1,5.0,kmpl,
South,Karnataka,Bangalore,Audi,Q7,4.2 TDI Quattro Technology,2014,78180.96,,50000,Diesel,Automatic,First,9.6305,4134 CC,335.2,7.0,kmpl,
North,West Bengal,Kolkata,Maruti,Vitara,Brezza VDi,2017,9964.24,9.46 Lakh,35000,Diesel,Manual,First,20.655,1248 CC,88.5,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,EON,D Lite Plus,2013,5595.3,,17729,Petrol,Manual,First,15.825,814 CC,55.2,5.0,kmpl,
South,Tamil Nadu,Chennai,Mahindra,XUV300,W8 Diesel,2012,11113.96,12.79 Lakh,97000,Diesel,Manual,First,17.0,1497 CC,115.0,5.0,kmpl,
South,Kerala,Kochi,Hyundai,Verna,CRDi 1.6 SX Option,2014,9213.09,15.57 Lakh,89614,Diesel,Manual,First,18.7,1582 CC,126.2,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Wagon,R VXI,2015,4292.29,,14000,Petrol,Manual,First,14.175,998 CC,67.1,5.0,kmpl,
South,Tamil Nadu,Chennai,Hyundai,i20,Sportz Option,2012,6131.84,,50000,Petrol,Manual,First,12.75,1197 CC,80.0,5.0,kmpl,
North,Delhi,Delhi,Honda,City,i VTEC V,2014,9121.11,,62505,Petrol,Manual,First,13.05,1497 CC,117.3,5.0,kmpl,
South,Tamil Nadu,Chennai,Toyota,Innova,2.5 V Diesel 7-seater,2011,14103.23,,248000,Diesel,Manual,Second,10.88,2494 CC,102.0,7.0,kmpl,
South,Maharashtra,Pune,Hyundai,Verna,CRDi SX,2012,8201.34,,94900,Diesel,Manual,First,14.28,1493 CC,110.0,5.0,kmpl,
North,Delhi,Delhi,Tata,Hexa,XT,2017,18395.52,19.86 Lakh,55000,Diesel,Manual,First,14.96,2179 CC,153.86,7.0,kmpl,
South,Tamil Nadu,Coimbatore,Audi,Q7,3.0 TDI Quattro Premium Plus,2015,59693.46,,53735,Diesel,Automatic,Second,10.2595,2967 CC,241.4,7.0,kmpl,
South,Tamil Nadu,Coimbatore,Maruti,Wagon,R VXI,2008,4123.66,,53934,Petrol,Manual,Second,14.175,998 CC,67.1,5.0,kmpl,
South,Karnataka,Bangalore,BMW,5,Series 2013-2017 525d Luxury Line,2013,42156.4,,58500,Diesel,Automatic,Second,14.5265,1995 CC,218.0,5.0,kmpl,
North,West Bengal,Kolkata,Honda,Amaze,EX i-Vtech,2014,4215.64,,48000,Petrol,Manual,First,13.5,1198 CC,86.7,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Alto,800 2016-2019 LXI,2016,4292.29,,24000,Petrol,Manual,First,18.525,796 CC,47.3,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Verna,1.6 SX VTVT,2016,9887.59,,52001,Petrol,Manual,First,12.7575,1591 CC,121.3,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Tata,Tiago,1.2 Revotron XZ,2018,9013.8,6.59 Lakh,9565,Petrol,Manual,First,17.88,1199 CC,84.0,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Swift,LXI,2013,7128.26,,32953,Petrol,Manual,First,13.95,1197 CC,85.8,5.0,kmpl,
North,Rajasthan,Jaipur,Hyundai,EON,Era,2014,3832.4,,18000,Petrol,Manual,First,15.825,814 CC,55.2,5.0,kmpl,
South,Kerala,Kochi,Mercedes-Benz,E-Class,E 220 d,2018,78717.5,86.97 Lakh,20446,Petrol,Automatic,First,9.45,1950 CC,191.34,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,i20,Magna 1.4 CRDi,2016,10500.78,,33016,Diesel,Manual,First,19.159,1396 CC,88.73,5.0,kmpl,
South,Tamil Nadu,Chennai,Toyota,Etios,VD,2012,8048.04,,48000,Diesel,Manual,First,20.0515,1364 CC,67.05,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Toyota,Corolla,Altis Diesel D4DG,2014,14149.22,,72022,Diesel,Manual,First,18.2155,1364 CC,87.2,5.0,kmpl,
North,Gujarat,Ahmedabad,Mini,Cooper,5 DOOR D,2014,33725.12,42.12 Lakh,34000,Diesel,Automatic,First,17.595,1496 CC,113.98,5.0,kmpl,
South,Telangana,Hyderabad,Volkswagen,Polo,1.5 TDI Highline,2014,7956.06,,69000,Diesel,Manual,First,17.119,1498 CC,88.8,5.0,kmpl,
South,Maharashtra,Pune,Skoda,Superb,Elegance 1.8 TSI AT,2009,6668.38,,108000,Petrol,Automatic,First,10.275,1798 CC,157.75,5.0,kmpl,
South,Telangana,Hyderabad,Mercedes-Benz,E-Class,2009-2013 E 220 CDI Avantgarde,2013,37557.52,,34700,Diesel,Automatic,First,8.5,2148 CC,170.0,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Swift,VDi BSIII W/ ABS,2015,8814.52,,79000,Diesel,Manual,First,15.13,1248 CC,75.0,5.0,kmpl,
South,Kerala,Kochi,Honda,City,i VTEC CVT VX,2016,14087.9,,58197,Petrol,Automatic,First,13.5,1497 CC,117.3,5.0,kmpl,
South,Maharashtra,Pune,BMW,7,Series 2007-2012 740Li,2008,16479.32,,66000,Petrol,Automatic,Second,6.3375,2979 CC,321.0,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,i10,Magna AT,2009,4583.55,,60000,Petrol,Automatic,First,14.4,1197 CC,80.0,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Swift,Dzire VDI,2014,5963.21,,57000,Diesel,Manual,First,22.6015,1248 CC,74.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Honda,City,i DTec VX,2018,17981.62,,45555,Diesel,Manual,First,22.1,1498 CC,98.6,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Maruti,Omni,8 Seater BSIV,2016,4767.51,,55137,Petrol,Manual,First,10.5,796 CC,35.0,5.0,kmpl,
North,Rajasthan,Jaipur,Skoda,Superb,2009-2014 Elegance 2.0 TDI MT,2014,22151.27,,93325,Diesel,Manual,Second,14.62,1968 CC,138.1,5.0,kmpl,
North,Gujarat,Ahmedabad,Maruti,Ertiga,SHVS VDI,2018,13336.75,,38000,Diesel,Manual,First,20.842,1248 CC,88.5,7.0,kmpl,
South,Kerala,Kochi,Hyundai,Grand,i10 CRDi Magna,2016,7726.12,,57738,Diesel,Manual,First,20.4,1120 CC,70.0,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Ciaz,VDi Plus SHVS,2017,13030.16,,38282,Diesel,Manual,First,23.8765,1248 CC,88.5,5.0,kmpl,
North,Delhi,Delhi,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde,2014,23990.82,,64000,Diesel,Automatic,First,16.3795,2143 CC,170.0,5.0,kmpl,
South,Maharashtra,Mumbai,Fiat,Avventura,MULTIJET Emotion,2015,8661.22,,32000,Diesel,Manual,First,17.425,1248 CC,91.72,5.0,kmpl,
South,Karnataka,Bangalore,Mercedes-Benz,E-Class,2009-2013 E 250 Elegance,2010,25293.84,,83000,Petrol,Automatic,First,8.1975,2497 CC,204.0,5.0,kmpl,
North,Gujarat,Ahmedabad,Maruti,Zen,Estilo LXI Green (CNG),2011,3065.92,,76000,CNG,Manual,First,36.82,998 CC,67.1,5.0,kmpl,
South,Maharashtra,Pune,Volkswagen,Vento,Petrol Highline,2012,5978.54,,67200,Petrol,Manual,First,11.28,1598 CC,103.6,5.0,kmpl,
North,Rajasthan,Jaipur,BMW,3,Series 320d Luxury Line,2013,22227.92,,62655,Diesel,Automatic,First,16.048,1995 CC,184.0,5.0,kmpl,
South,Karnataka,Bangalore,BMW,5,Series 2013-2017 530d M Sport,2015,67450.24,,16900,Diesel,Automatic,First,12.4865,2993 CC,258.0,5.0,kmpl,
North,Delhi,Delhi,Hyundai,Grand,i10 1.2 Kappa Magna,2017,7664.8,6.54 Lakh,8471,Petrol,Manual,First,14.175,1197 CC,81.86,5.0,kmpl,
South,Telangana,Hyderabad,Toyota,Innova,Crysta 2.8 ZX AT,2016,30275.96,26.56 Lakh,69000,Diesel,Automatic,First,9.656,2755 CC,171.5,7.0,kmpl,
South,Tamil Nadu,Coimbatore,Renault,Duster,110PS Diesel RxZ AMT,2017,17537.06,15.05 Lakh,30090,Diesel,Automatic,First,16.66,1461 CC,108.45,5.0,kmpl,
South,Tamil Nadu,Chennai,Tata,Indica,Vista Aura 1.3 Quadrajet,2011,2682.68,,120000,Diesel,Manual,First,15.3,1248 CC,75.0,5.0,kmpl,
South,Karnataka,Bangalore,Maruti,Swift,VDI BSIV,2013,8584.58,,23000,Diesel,Manual,First,15.13,1248 CC,77.86,5.0,kmpl,bhp
South,Kerala,Kochi,Mercedes-Benz,E-Class,2009-2013 E 200 CGI Avantgarde,2016,46632.64,,35939,Petrol,Manual,First,9.225,1796 CC,185.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Mahindra,XUV500,W8 4WD,2013,14670.43,,116694,Diesel,Manual,First,12.835,2179 CC,140.0,7.0,kmpl,
South,Maharashtra,Mumbai,Mahindra,Bolero,ZLX,2016,5365.36,11.01 Lakh,40448,Diesel,Manual,First,13.566,2523 CC,62.1,7.0,kmpl,
South,Tamil Nadu,Coimbatore,Maruti,Vitara,Brezza ZDi,2018,16034.76,11 Lakh,64456,Diesel,Manual,First,20.655,1248 CC,88.5,5.0,kmpl,
South,Maharashtra,Pune,Fiat,Avventura,MULTIJET Emotion,2014,7434.86,,52782,Diesel,Manual,First,17.425,1248 CC,91.72,5.0,kmpl,
South,Kerala,Kochi,Honda,Amaze,S Petrol,2016,8707.21,7.55 Lakh,51672,Petrol,Manual,First,14.625,1199 CC,88.76,5.0,kmpl,
South,Maharashtra,Mumbai,Skoda,Superb,Elegance 1.8 TSI AT,2015,20311.72,,56073,Petrol,Automatic,First,10.275,1798 CC,157.75,5.0,kmpl,
South,Karnataka,Bangalore,Jaguar,XF,3.0 Litre S Premium Luxury,2011,24527.36,,65000,Diesel,Automatic,First,12.529,2993 CC,270.9,5.0,kmpl,
South,Tamil Nadu,Chennai,Maruti,Wagon,R VXI BSIII,2013,4598.88,,79000,Petrol,Manual,First,14.175,998 CC,67.1,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,Santro,Xing XL eRLX Euro III,2007,1517.63,,43206,Petrol,Manual,First,12.75,1086 CC,62.37,5.0,kmpl,bhp
South,Maharashtra,Mumbai,Toyota,Corolla,Altis VL,2010,7664.8,,70200,Petrol,Automatic,First,10.8975,1798 CC,138.1,5.0,kmpl,
North,Delhi,Delhi,Maruti,Swift,VXi BSIV,2016,7281.56,,42000,Petrol,Manual,First,12.075,1197 CC,85.0,5.0,kmpl,
South,Karnataka,Bangalore,Volkswagen,Polo,1.2 MPI Highline,2014,8201.34,,62000,Petrol,Manual,First,12.3525,1198 CC,74.0,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,Grand,i10 1.2 Kappa Asta,2017,9167.1,7.82 Lakh,20000,Petrol,Manual,First,14.175,1197 CC,81.86,5.0,kmpl,
South,Tamil Nadu,Chennai,Maruti,SX4,ZDI,2011,5365.36,,80000,Diesel,Manual,Third,18.275,1248 CC,88.8,5.0,kmpl,
South,Kerala,Kochi,Hyundai,Grand,i10 1.2 Kappa Magna,2018,7312.22,6.32 Lakh,50234,Petrol,Manual,First,14.175,1197 CC,81.86,5.0,kmpl,
North,Delhi,Delhi,Maruti,Baleno,Delta 1.2,2016,8354.63,,50003,Petrol,Manual,First,16.049999999999997,1197 CC,83.1,5.0,kmpl,
North,Gujarat,Ahmedabad,Tata,Tigor,1.2 Revotron XTA,2018,10500.78,,1000,Petrol,Automatic,First,15.225,1199 CC,84.0,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Swift,Dzire AMT ZDI,2016,11190.61,,54897,Diesel,Automatic,First,22.6015,1248 CC,74.0,5.0,kmpl,
South,Maharashtra,Pune,Tata,Indica,GLS BS IV,2007,1916.2,,108995,Petrol,Manual,First,11.475,1193 CC,65.3,5.0,kmpl,
South,Tamil Nadu,Chennai,Maruti,SX4,S Cross DDiS 320 Zeta,2015,12646.92,,73000,Diesel,Manual,First,19.295,1598 CC,118.0,5.0,kmpl,
North,Gujarat,Ahmedabad,Maruti,Swift,VXI BSIII,2008,4154.32,,65000,Petrol,Manual,First,12.075,1298 CC,88.2,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,Xcent,1.2 Kappa SX,2016,5518.66,,32000,Petrol,Manual,First,14.325,1197 CC,82.0,5.0,kmpl,
North,Gujarat,Ahmedabad,Hyundai,i20,1.2 Magna,2010,4598.88,,65000,Petrol,Manual,First,13.875,1197 CC,80.0,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Celerio,VXI AT,2016,7128.26,,21600,Petrol,Automatic,First,17.325000000000003,998 CC,67.04,5.0,kmpl,
South,Maharashtra,Mumbai,Mercedes-Benz,New,C-Class C 220 CDI Elegance AT,2010,14563.12,,39000,Diesel,Automatic,First,12.614,2143 CC,170.0,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Swift,Dzire VXi,2011,4522.23,,58075,Petrol,Manual,First,13.125,1298 CC,85.8,5.0,kmpl,
South,Maharashtra,Mumbai,Volkswagen,Vento,Petrol Trendline,2011,4598.88,,58000,Petrol,Manual,First,11.28,1598 CC,103.6,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Swift,ZDi,2015,9121.11,,58000,Diesel,Manual,First,21.42,1248 CC,74.0,5.0,kmpl,
North,Delhi,Delhi,Toyota,Corolla,Altis VL,2008,6131.84,,89000,Petrol,Automatic,First,10.8975,1798 CC,138.1,5.0,kmpl,
North,Delhi,Delhi,Honda,Civic,2006-2010 1.8 V MT,2008,3832.4,,72000,Petrol,Manual,First,10.125,1799 CC,130.0,5.0,kmpl,
North,West Bengal,Kolkata,Ford,EcoSport,1.5 Ti VCT AT Titanium BE,2017,17429.76,,1800,Petrol,Automatic,First,12.0375,1499 CC,110.4,5.0,kmpl,
South,Maharashtra,Pune,Fiat,Linea,Emotion Pack (Diesel),2010,3449.16,,172050,Diesel,Manual,Second,16.15,1248 CC,93.0,5.0,kmpl,
North,Rajasthan,Jaipur,Hyundai,i10,Era,2013,4752.18,,46230,Petrol,Manual,First,14.857499999999998,1086 CC,68.05,5.0,kmpl,
South,Kerala,Kochi,Volvo,XC60,D5 Inscription,2014,26336.25,,86925,Diesel,Automatic,First,9.52,2400 CC,215.0,5.0,kmpl,
North,Rajasthan,Jaipur,Hyundai,i20,1.2 Asta,2018,9964.24,,5000,Petrol,Manual,First,13.95,1197 CC,81.83,5.0,kmpl,
North,Gujarat,Ahmedabad,Honda,City,i DTEC S,2014,8737.87,,66000,Diesel,Manual,First,22.1,1498 CC,98.6,5.0,kmpl,
North,Gujarat,Ahmedabad,Toyota,Innova,2.5 VX (Diesel) 8 Seater BS IV,2013,12263.68,,119000,Diesel,Manual,First,11.0415,2494 CC,100.0,8.0,kmpl,
South,Tamil Nadu,Chennai,Renault,KWID,RXT,2016,3985.7,,45000,Petrol,Manual,First,18.8775,799 CC,53.3,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,A-Star,Vxi,2009,3755.75,,66149,Petrol,Manual,First,14.25,998 CC,66.1,5.0,kmpl,
South,Kerala,Kochi,Mercedes-Benz,B,Class B180,2014,17736.35,,42070,Petrol,Automatic,First,11.1,1595 CC,120.7,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Wagon,R LXI BS IV,2012,3525.81,,35503,Petrol,Manual,First,14.175,998 CC,67.1,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Swift,VDI BSIV,2016,9044.46,,41460,Diesel,Manual,First,21.42,1248 CC,74.0,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Verna,VTVT 1.6 AT SX Option,2015,11037.31,15.14 Lakh,40600,Petrol,Automatic,First,12.75,1591 CC,121.3,5.0,kmpl,
North,Gujarat,Ahmedabad,Hyundai,Verna,CRDi 1.6 AT SX Option,2013,9044.46,15.72 Lakh,87000,Diesel,Automatic,First,18.7,1582 CC,126.2,5.0,kmpl,
South,Tamil Nadu,Chennai,Honda,City,V MT,2014,9197.76,,30000,Petrol,Manual,Second,12.6,1497 CC,116.3,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,i10,Magna Optional 1.1L,2010,2989.27,,27089,Petrol,Manual,First,12.0,1086 CC,66.7,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Toyota,Etios,GD SP,2016,10040.89,,53702,Diesel,Manual,First,20.0515,1364 CC,67.04,5.0,kmpl,
South,Telangana,Hyderabad,Volvo,S60,D4 Momentum,2015,38324.0,45.67 Lakh,51000,Diesel,Automatic,First,22.9755,1969 CC,190.0,5.0,kmpl,
North,West Bengal,Kolkata,Ford,Figo,Diesel EXI,2012,4062.34,,36542,Diesel,Manual,First,17.0,1399 CC,68.05,5.0,kmpl,
South,Maharashtra,Mumbai,Mercedes-Benz,E-Class,2015-2017 E350 CDI Avantgrade,2017,106540.72,,15000,Diesel,Automatic,First,11.05,2987 CC,265.0,5.0,kmpl,
South,Tamil Nadu,Chennai,BMW,3,Series 320d Luxury Line,2012,21461.44,54.7 Lakh,65000,Diesel,Automatic,First,19.2865,1995 CC,190.0,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Alto,800 VXI,2014,3219.22,,32000,Petrol,Manual,Second,17.055,796 CC,47.3,5.0,kmpl,
South,Telangana,Hyderabad,Toyota,Innova,Crysta 2.4 VX MT,2017,31272.38,22.87 Lakh,24393,Diesel,Manual,First,11.628,2393 CC,147.8,7.0,kmpl,
South,Telangana,Hyderabad,Volkswagen,Polo,1.0 MPI Trendline,2019,8707.21,6.74 Lakh,1000,Petrol,Manual,First,14.085,999 CC,75.0,5.0,kmpl,
South,Maharashtra,Mumbai,Nissan,Terrano,XL,2014,8507.93,,28238,Petrol,Manual,First,9.93,1598 CC,102.5,5.0,kmpl,
South,Maharashtra,Mumbai,Mitsubishi,Pajero,Sport 4X4,2013,19545.24,33.09 Lakh,59000,Diesel,Manual,First,11.475,2477 CC,175.56,7.0,kmpl,
South,Maharashtra,Mumbai,Honda,Civic,2010-2013 1.8 S MT,2012,5135.42,,92000,Petrol,Manual,Second,11.1,1799 CC,130.2,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Alto,800 LXI,2013,2376.09,,56840,Petrol,Manual,First,17.055,796 CC,47.3,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Volkswagen,Vento,Diesel Highline,2013,9044.46,,62746,Diesel,Manual,Second,17.459,1598 CC,103.6,5.0,kmpl,
South,Telangana,Hyderabad,Land,Rover,Freelander 2 HSE,2012,29095.58,,96000,Diesel,Automatic,First,10.4975,2179 CC,187.74,5.0,kmpl,
South,Maharashtra,Mumbai,Honda,CR-V,2.0L 2WD MT,2014,17644.37,,24000,Petrol,Manual,First,10.275,1997 CC,153.86,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Ertiga,VDI,2016,11880.44,,54000,Diesel,Manual,First,17.6545,1248 CC,88.76,7.0,kmpl,
South,Tamil Nadu,Chennai,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2016,21308.14,,90000,Diesel,Manual,First,11.0415,2494 CC,100.6,7.0,kmpl,
North,West Bengal,Kolkata,Tata,Manza,Aura Safire,2010,2069.5,,40000,Petrol,Manual,First,11.25,1368 CC,90.0,5.0,kmpl,
South,Maharashtra,Mumbai,Audi,Q7,35 TDI Quattro Premium Plus,2015,58252.48,,65938,Diesel,Automatic,Second,10.2595,2967 CC,241.4,7.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Verna,1.6 SX VTVT (O) AT,2017,17782.34,,16100,Petrol,Automatic,First,12.825,1591 CC,121.4,5.0,kmpl,
South,Telangana,Hyderabad,Volkswagen,Vento,1.5 Highline Plus AT 16 Alloy,2017,18778.76,,3600,Diesel,Automatic,First,18.275,1498 CC,108.5,5.0,kmpl,
